lake,year,AF
nhdhr_120018089,1990,0.05954407261953925
nhdhr_120018089,1991,0.09438394472238458
nhdhr_120018089,1992,0.05784812102208934
nhdhr_120018089,1993,0.058097934377365865
nhdhr_120018089,1994,0.08740691320598708
nhdhr_120018089,1995,0.09395806374555826
nhdhr_120018089,1996,0.07839839362223049
nhdhr_120018089,1997,0.05817587163829464
nhdhr_120018089,1998,0.07622786401727721
nhdhr_120018089,1999,0.058520528435642684
nhdhr_120018089,2000,0.073329172580704
nhdhr_120018089,2001,0.07246265164252416
nhdhr_120018089,2002,0.0799812427685754
nhdhr_120018089,2003,0.09147069292629217
nhdhr_120018089,2004,0.05755163367701616
nhdhr_120018089,2005,0.08692359786509098
nhdhr_120018089,2006,0.09023987507178478
nhdhr_120018089,2007,0.07900576114734773
nhdhr_120018089,2008,0.0772634773880714
nhdhr_120018089,2009,0.05871540982121146
nhdhr_120018089,2010,0.06896401277241176
nhdhr_120018089,2011,0.06467768864197239
nhdhr_120018089,2012,0.06888272308783244
nhdhr_120018089,2013,0.08465124140075381
nhdhr_120018089,2014,0.07617945503935193
nhdhr_120018089,2015,0.07039394668982533
nhdhr_120018089,2016,0.0771094288101987
nhdhr_120018089,2017,0.0788823373294656
nhdhr_120018089,2018,0.07803763700977408
nhdhr_120018089,2019,0.08125682930150988
nhdhr_120018090,1979,8.815803467268309e-5
nhdhr_120018090,1980,3.475936921751701e-4
nhdhr_120018090,1981,1.6661964036116122e-4
nhdhr_120018090,1982,0
nhdhr_120018090,1983,1.0469124017153067e-4
nhdhr_120018090,1984,0
nhdhr_120018090,1985,2.685815990076852e-4
nhdhr_120018090,1986,0
nhdhr_120018090,1987,0
nhdhr_120018090,1988,0
nhdhr_120018090,1989,0
nhdhr_120018090,1990,0
nhdhr_120018090,1991,0
nhdhr_120018090,1992,0
nhdhr_120018090,1993,0
nhdhr_120018090,1994,3.260606361557205e-4
nhdhr_120018090,1995,0
nhdhr_120018090,1996,2.7502489934411997e-4
nhdhr_120018090,1997,1.7568358281995733e-4
nhdhr_120018090,1998,7.962251691213018e-5
nhdhr_120018090,1999,2.2954513600194787e-4
nhdhr_120018090,2000,2.6222681042412706e-4
nhdhr_120018090,2001,0
nhdhr_120018090,2002,3.218547048543105e-4
nhdhr_120018090,2003,0
nhdhr_120018090,2004,1.214928119063012e-4
nhdhr_120018090,2005,4.6805496995640873e-4
nhdhr_120018090,2006,0
nhdhr_120018090,2007,2.4818870732315164e-4
nhdhr_120018090,2008,0
nhdhr_120018090,2009,0
nhdhr_120018090,2010,0
nhdhr_120018090,2011,1.8589211685179533e-4
nhdhr_120018090,2012,0
nhdhr_120018090,2013,0
nhdhr_120018090,2014,0
nhdhr_120018090,2015,3.1802838796811075e-4
nhdhr_120018090,2016,2.5744030769104176e-4
nhdhr_120018090,2017,3.6799777405977874e-4
nhdhr_120018090,2018,1.5724470973274272e-4
nhdhr_120018090,2019,8.458705247610101e-5
nhdhr_120018091,1979,0.11412547220585281
nhdhr_120018091,1980,0.2135339775140571
nhdhr_120018091,1981,0.139659479413322
nhdhr_120018091,1982,0.15810438982664646
nhdhr_120018091,1983,0.14118786077589718
nhdhr_120018091,1984,0.1595722043198821
nhdhr_120018091,1985,0.1793052774099714
nhdhr_120018091,1986,0.1292109053516068
nhdhr_120018091,1987,0.17470970455048213
nhdhr_120018091,1988,0.1571649146881745
nhdhr_120018091,1989,0.2642007299311398
nhdhr_120018091,1990,0.19060473679855658
nhdhr_120018091,1991,0.23967168624703206
nhdhr_120018091,1992,0.09507210489370402
nhdhr_120018091,1993,0.11605454784860174
nhdhr_120018091,1994,0.19734277547164847
nhdhr_120018091,1995,0.19440784460769456
nhdhr_120018091,1996,0.19968259446261036
nhdhr_120018091,1997,0.2412576920654255
nhdhr_120018091,1998,0.22710677243269847
nhdhr_120018091,1999,0.18309737809089857
nhdhr_120018091,2000,0.16894469679744464
nhdhr_120018091,2001,0.2057311529827779
nhdhr_120018091,2002,0.19350681533009068
nhdhr_120018091,2003,0.21666013798527828
nhdhr_120018091,2004,0.10971172666102307
nhdhr_120018091,2005,0.17127063779166074
nhdhr_120018091,2006,0.21168614765635305
nhdhr_120018091,2007,0.07201244838279514
nhdhr_120018091,2008,0.09327011264405648
nhdhr_120018091,2009,0.08387708389707503
nhdhr_120018091,2010,0.18185690368975635
nhdhr_120018091,2011,0.11586795821794427
nhdhr_120018091,2012,0.10125590666119692
nhdhr_120018091,2013,0.20275652377304343
nhdhr_120018091,2014,0.16152898827303605
nhdhr_120018091,2015,0.1277331254551276
nhdhr_120018091,2016,0.17901422134844175
nhdhr_120018091,2017,0.14029529793222442
nhdhr_120018091,2018,0.25447544112660625
nhdhr_120018091,2019,0.2134280117087565
nhdhr_120018092,1979,0.11082902196594771
nhdhr_120018092,1980,0.11482987224666776
nhdhr_120018092,1981,0.16085238571385224
nhdhr_120018092,1982,0.13381479866235657
nhdhr_120018092,1983,0.1412527079649134
nhdhr_120018092,1984,0.12746552927680213
nhdhr_120018092,1985,0.08291446196982499
nhdhr_120018092,1986,0.11904650799934972
nhdhr_120018092,1987,0.13007273420997587
nhdhr_120018092,1988,0.20616183270459662
nhdhr_120018092,1989,0.15167666149601639
nhdhr_120018092,1990,0.13920663049910936
nhdhr_120018092,1991,0.1773592248776389
nhdhr_120018092,1992,0.10080461257347387
nhdhr_120018092,1993,0.10007040713777528
nhdhr_120018092,1994,0.14651093704028317
nhdhr_120018092,1995,0.15409621514164942
nhdhr_120018092,1996,0.12879118650138308
nhdhr_120018092,1997,0.10402159538678049
nhdhr_120018092,1998,0.12719656366646673
nhdhr_120018092,1999,0.07753593268804367
nhdhr_120018092,2000,0.12167312349162582
nhdhr_120018092,2001,0.15312781792768004
nhdhr_120018092,2002,0.13204199842215694
nhdhr_120018092,2003,0.14399059536190695
nhdhr_120018092,2004,0.09224072299455364
nhdhr_120018092,2005,0.14231548956435813
nhdhr_120018092,2006,0.1512058941665551
nhdhr_120018092,2007,0.13586997626420758
nhdhr_120018092,2008,0.1884479858106123
nhdhr_120018092,2009,0.11703599920864775
nhdhr_120018092,2010,0.180117391215292
nhdhr_120018092,2011,0.12728773193767853
nhdhr_120018092,2012,0.14731678068247925
nhdhr_120018092,2013,0.19746146885719887
nhdhr_120018092,2014,0.17653393377118143
nhdhr_120018092,2015,0.19128180772288886
nhdhr_120018092,2016,0.17617962076555935
nhdhr_120018092,2017,0.15658653604857947
nhdhr_120018092,2018,0.1737297011693542
nhdhr_120018092,2019,0.15405684910238737
nhdhr_120018094,1979,2.0107263400148215e-4
nhdhr_120018094,1980,0
nhdhr_120018094,1981,9.84997676511389e-5
nhdhr_120018094,1982,2.1127676549840575e-4
nhdhr_120018094,1983,7.424391371820104e-4
nhdhr_120018094,1984,2.7134256789068114e-4
nhdhr_120018094,1985,1.8242398290918205e-4
nhdhr_120018094,1986,2.0229534675168502e-4
nhdhr_120018094,1987,3.013413651020516e-4
nhdhr_120018094,1988,0
nhdhr_120018094,1989,1.0686813369040554e-4
nhdhr_120018094,1990,4.1579363938988183e-4
nhdhr_120018094,1991,0
nhdhr_120018094,1992,1.3952275231117104e-4
nhdhr_120018094,1993,9.085702893229413e-5
nhdhr_120018094,1994,0
nhdhr_120018094,1995,0
nhdhr_120018094,1996,9.47129114943364e-5
nhdhr_120018094,1997,1.0303211547888858e-4
nhdhr_120018094,1998,3.348488385391197e-4
nhdhr_120018094,1999,3.428265993902822e-4
nhdhr_120018094,2000,3.411090020462695e-4
nhdhr_120018094,2001,3.124098583971094e-4
nhdhr_120018094,2002,2.7213136796155034e-4
nhdhr_120018094,2003,6.989676975253364e-5
nhdhr_120018094,2004,6.214218336580219e-5
nhdhr_120018094,2005,3.8753678375602206e-4
nhdhr_120018094,2006,4.1943521933688456e-5
nhdhr_120018094,2007,2.515222593375312e-4
nhdhr_120018094,2008,0
nhdhr_120018094,2009,4.1519366950574195e-5
nhdhr_120018094,2010,1.0646517638547517e-4
nhdhr_120018094,2011,2.639486517923462e-4
nhdhr_120018094,2012,8.688576102689557e-5
nhdhr_120018094,2013,0
nhdhr_120018094,2014,4.18665160781349e-4
nhdhr_120018094,2015,1.4051442060791243e-4
nhdhr_120018094,2016,1.0398389653990335e-4
nhdhr_120018094,2017,2.0467084516308476e-4
nhdhr_120018094,2018,3.366597115382514e-4
nhdhr_120018094,2019,4.086178623517323e-4
nhdhr_120018097,1979,0.027054660370632956
nhdhr_120018097,1980,0.03959251227550871
nhdhr_120018097,1981,0.02391856201471329
nhdhr_120018097,1982,0.05330863424854786
nhdhr_120018097,1983,0.04550577351306826
nhdhr_120018097,1984,0.05580973788816274
nhdhr_120018097,1985,0.0053187665124963136
nhdhr_120018097,1986,0.039062971788355584
nhdhr_120018097,1987,0.021061193195842126
nhdhr_120018097,1988,0.08187223868523887
nhdhr_120018097,1989,0.03402050443244138
nhdhr_120018097,1990,0.06921672364226092
nhdhr_120018097,1991,0.07669021053006021
nhdhr_120018097,1992,0.005720747541775586
nhdhr_120018097,1993,0.014012739291742413
nhdhr_120018097,1994,0.021747402747426776
nhdhr_120018097,1995,0.0749914237926957
nhdhr_120018097,1996,0.03274128439958132
nhdhr_120018097,1997,0.021260543972745058
nhdhr_120018097,1998,0.040183596656765956
nhdhr_120018097,1999,0.024268832108496424
nhdhr_120018097,2000,0.017950334146258875
nhdhr_120018097,2001,0.04062739409044864
nhdhr_120018097,2002,0.06040342698329465
nhdhr_120018097,2003,0.04890909323050417
nhdhr_120018097,2004,0.023355638907926
nhdhr_120018097,2005,0.04767289431149154
nhdhr_120018097,2006,0.08953507845552687
nhdhr_120018097,2007,0.03144103637782273
nhdhr_120018097,2008,0.07808857680055384
nhdhr_120018097,2009,0.036300208038995606
nhdhr_120018097,2010,0.07894767719881622
nhdhr_120018097,2011,0.07295129999789116
nhdhr_120018097,2012,0.08344145304499924
nhdhr_120018097,2013,0.10268318447592802
nhdhr_120018097,2014,0.10641510113527786
nhdhr_120018097,2015,0.09847807165361912
nhdhr_120018097,2016,0.11427886755977293
nhdhr_120018097,2017,0.09925374651448539
nhdhr_120018097,2018,0.10432404696173433
nhdhr_120018097,2019,0.13243102218266864
nhdhr_120018098,1979,0
nhdhr_120018098,1980,2.0067997753129896e-4
nhdhr_120018098,1981,0
nhdhr_120018098,1982,6.598176323962983e-5
nhdhr_120018098,1983,0
nhdhr_120018098,1984,0
nhdhr_120018098,1985,0
nhdhr_120018098,1986,0
nhdhr_120018098,1987,0
nhdhr_120018098,1988,9.398013731433992e-5
nhdhr_120018098,1989,7.583420559851414e-5
nhdhr_120018098,1990,0
nhdhr_120018098,1991,0
nhdhr_120018098,1992,7.90173583414369e-6
nhdhr_120018098,1993,1.0252038011397234e-4
nhdhr_120018098,1994,0
nhdhr_120018098,1995,0
nhdhr_120018098,1996,0
nhdhr_120018098,1997,1.3597008129268457e-5
nhdhr_120018098,1998,0
nhdhr_120018098,1999,0
nhdhr_120018098,2000,5.243647397221278e-5
nhdhr_120018098,2001,0
nhdhr_120018098,2002,0
nhdhr_120018098,2003,8.421057099253354e-6
nhdhr_120018098,2004,8.923817537022864e-6
nhdhr_120018098,2005,2.554546981590361e-5
nhdhr_120018098,2006,0
nhdhr_120018098,2007,5.5180168609688254e-5
nhdhr_120018098,2008,0
nhdhr_120018098,2009,0
nhdhr_120018098,2010,0
nhdhr_120018098,2011,0
nhdhr_120018098,2012,0
nhdhr_120018098,2013,0
nhdhr_120018098,2014,0
nhdhr_120018098,2015,2.4566140796777094e-4
nhdhr_120018098,2016,5.6004437728798264e-5
nhdhr_120018098,2017,2.400706011966968e-5
nhdhr_120018098,2018,0
nhdhr_120018098,2019,0
nhdhr_120018100,1979,0.26826504070631163
nhdhr_120018100,1980,0.2682334662034912
nhdhr_120018100,1981,0.2972313002314729
nhdhr_120018100,1982,0.27149279862364606
nhdhr_120018100,1983,0.25168060832381756
nhdhr_120018100,1984,0.25095141317327146
nhdhr_120018100,1985,0.24112938483868118
nhdhr_120018100,1986,0.26762460332044774
nhdhr_120018100,1987,0.25418204118582166
nhdhr_120018100,1988,0.29697719329628175
nhdhr_120018100,1989,0.23791344012047863
nhdhr_120018100,1990,0.23784217865175947
nhdhr_120018100,1991,0.26184538474654195
nhdhr_120018100,1992,0.2508093342316251
nhdhr_120018100,1993,0.25729974020439395
nhdhr_120018100,1994,0.2862776034694391
nhdhr_120018100,1995,0.2757533243490274
nhdhr_120018100,1996,0.27134413611440317
nhdhr_120018100,1997,0.2317613018105597
nhdhr_120018100,1998,0.326347952584608
nhdhr_120018100,1999,0.27841821999512806
nhdhr_120018100,2000,0.24915939467711556
nhdhr_120018100,2001,0.2746513523482026
nhdhr_120018100,2002,0.23061661063021324
nhdhr_120018100,2003,0.2688664639207224
nhdhr_120018100,2004,0.25096797155881695
nhdhr_120018100,2005,0.2526785527298203
nhdhr_120018100,2006,0.2514337269749224
nhdhr_120018100,2007,0.27338627825064565
nhdhr_120018100,2008,0.235121521481406
nhdhr_120018100,2009,0.23510469956549643
nhdhr_120018100,2010,0.24141341820407602
nhdhr_120018100,2011,0.24500373332050168
nhdhr_120018100,2012,0.2230348904475615
nhdhr_120018100,2013,0.2683097763994968
nhdhr_120018100,2014,0.2709472690907325
nhdhr_120018100,2015,0.24819382129376857
nhdhr_120018100,2016,0.2541954511361673
nhdhr_120018100,2017,0.28630913899001753
nhdhr_120018100,2018,0.2774838056098684
nhdhr_120018100,2019,0.24545999500136925
nhdhr_120018102,1979,0.09726206957746569
nhdhr_120018102,1980,0.147586794266585
nhdhr_120018102,1981,0.09077197729402227
nhdhr_120018102,1982,0.13776244737688692
nhdhr_120018102,1983,0.13287453271457184
nhdhr_120018102,1984,0.08507821233818556
nhdhr_120018102,1985,0.1092086237023525
nhdhr_120018102,1986,0.12855653310420637
nhdhr_120018102,1987,0.10432379818017139
nhdhr_120018102,1988,0.14824098929357032
nhdhr_120018102,1989,0.19208331275818666
nhdhr_120018102,1990,0.167787288202626
nhdhr_120018102,1991,0.16531984584223686
nhdhr_120018102,1992,0.10507528830448319
nhdhr_120018102,1993,0.07555666733936567
nhdhr_120018102,1994,0.13825654061569254
nhdhr_120018102,1995,0.15612462248190936
nhdhr_120018102,1996,0.16277944496780186
nhdhr_120018102,1997,0.1749578772010815
nhdhr_120018102,1998,0.14413545682165504
nhdhr_120018102,1999,0.10275589402133456
nhdhr_120018102,2000,0.12518769821181652
nhdhr_120018102,2001,0.15612507102887896
nhdhr_120018102,2002,0.13316481085461715
nhdhr_120018102,2003,0.11331493558301133
nhdhr_120018102,2004,0.09129364921381629
nhdhr_120018102,2005,0.10464928444218916
nhdhr_120018102,2006,0.09871098010075559
nhdhr_120018102,2007,0.07170739434485776
nhdhr_120018102,2008,0.07008879630423707
nhdhr_120018102,2009,0.1180765641469786
nhdhr_120018102,2010,0.16080227170967765
nhdhr_120018102,2011,0.11742960140538508
nhdhr_120018102,2012,0.08527590892345156
nhdhr_120018102,2013,0.11143135043009356
nhdhr_120018102,2014,0.11328469463749477
nhdhr_120018102,2015,0.11821141830486266
nhdhr_120018102,2016,0.1407803939312006
nhdhr_120018102,2017,0.1257818042740293
nhdhr_120018102,2018,0.18479148085826963
nhdhr_120018102,2019,0.16323345363031974
nhdhr_120018103,1979,0.061438107520497096
nhdhr_120018103,1980,0.1403160721103904
nhdhr_120018103,1981,0.13940297564771867
nhdhr_120018103,1982,0.18391120811982453
nhdhr_120018103,1983,0.12401146394769014
nhdhr_120018103,1984,0.11003111993792869
nhdhr_120018103,1985,0.04600117011074485
nhdhr_120018103,1986,0.09802219247994158
nhdhr_120018103,1987,0.06406158690963235
nhdhr_120018103,1988,0.08028438609936542
nhdhr_120018103,1989,0.168873510279921
nhdhr_120018103,1990,0.06395639034686136
nhdhr_120018103,1991,0.20441177606789837
nhdhr_120018103,1992,0.03442209625723149
nhdhr_120018103,1993,0.09003643285294859
nhdhr_120018103,1994,0.07780383415767475
nhdhr_120018103,1995,0.12726884600340832
nhdhr_120018103,1996,0.14304985808583262
nhdhr_120018103,1997,0.19144038057224713
nhdhr_120018103,1998,0.15440260483160206
nhdhr_120018103,1999,0.0702521129204633
nhdhr_120018103,2000,0.10342904380115678
nhdhr_120018103,2001,0.18682855983326452
nhdhr_120018103,2002,0.16565103121868907
nhdhr_120018103,2003,0.14720028104474586
nhdhr_120018103,2004,0.09288133599431138
nhdhr_120018103,2005,0.09576990911331612
nhdhr_120018103,2006,0.13542194206697322
nhdhr_120018103,2007,0.07004810538490781
nhdhr_120018103,2008,0.044475325825872006
nhdhr_120018103,2009,0.14345453691473722
nhdhr_120018103,2010,0.15481440097454702
nhdhr_120018103,2011,0.08276477677576764
nhdhr_120018103,2012,0.0782595009545394
nhdhr_120018103,2013,0.08555718343986746
nhdhr_120018103,2014,0.10338540592714934
nhdhr_120018103,2015,0.1083807430317515
nhdhr_120018103,2016,0.15019846106696144
nhdhr_120018103,2017,0.11714530490111684
nhdhr_120018103,2018,0.20872798612160148
nhdhr_120018103,2019,0.1610756885069157
nhdhr_120018106,1979,0.02802040265234287
nhdhr_120018106,1980,0.04199332621500197
nhdhr_120018106,1981,0.02341551231597915
nhdhr_120018106,1982,0.018501531399396098
nhdhr_120018106,1983,0.03710666648896981
nhdhr_120018106,1984,0.011742982068913199
nhdhr_120018106,1985,0.011404096882981824
nhdhr_120018106,1986,0.058147950750485976
nhdhr_120018106,1987,0.02638493940595429
nhdhr_120018106,1988,0.012918610773378782
nhdhr_120018106,1989,0.055965121923765564
nhdhr_120018106,1990,0.018072818792004664
nhdhr_120018106,1991,0.04545722451425866
nhdhr_120018106,1992,0.018021198217079325
nhdhr_120018106,1993,0.02269504557620764
nhdhr_120018106,1994,0.028050465806745185
nhdhr_120018106,1995,0.07990540723101341
nhdhr_120018106,1996,0.03725787889435761
nhdhr_120018106,1997,0.07168934567155592
nhdhr_120018106,1998,0.03353155613922064
nhdhr_120018106,1999,0.013808091240489706
nhdhr_120018106,2000,0.043131974566666544
nhdhr_120018106,2001,0.08716171495016192
nhdhr_120018106,2002,0.044084991782351236
nhdhr_120018106,2003,0.05948103773852543
nhdhr_120018106,2004,0.033034929883643226
nhdhr_120018106,2005,0.03427772765339024
nhdhr_120018106,2006,0.020924061805299946
nhdhr_120018106,2007,0.024805560268236305
nhdhr_120018106,2008,0.011272652496012213
nhdhr_120018106,2009,0.023670663455944284
nhdhr_120018106,2010,0.03276761145065308
nhdhr_120018106,2011,0.022437102685775086
nhdhr_120018106,2012,0.036972392473040454
nhdhr_120018106,2013,0.022643056489086374
nhdhr_120018106,2014,0.03020934353576941
nhdhr_120018106,2015,0.020599291008609067
nhdhr_120018106,2016,0.05165977585588252
nhdhr_120018106,2017,0.02350562445339549
nhdhr_120018106,2018,0.08097885240915653
nhdhr_120018106,2019,0.05414949832015261
nhdhr_120018107,1979,0.18467468299089654
nhdhr_120018107,1980,0.16065797534614557
nhdhr_120018107,1981,0.1729255938595604
nhdhr_120018107,1982,0.18805181867882942
nhdhr_120018107,1983,0.15543492199105016
nhdhr_120018107,1984,0.15755605459751382
nhdhr_120018107,1985,0.1583119478261109
nhdhr_120018107,1986,0.17124420346733038
nhdhr_120018107,1987,0.16667235651639561
nhdhr_120018107,1988,0.20430177174273575
nhdhr_120018107,1989,0.18808351809138102
nhdhr_120018107,1990,0.1345602784182188
nhdhr_120018107,1991,0.17401728215371362
nhdhr_120018107,1992,0.14574318953562798
nhdhr_120018107,1993,0.1385260720180708
nhdhr_120018107,1994,0.1643103804817949
nhdhr_120018107,1995,0.16611318917180593
nhdhr_120018107,1996,0.16968897784114725
nhdhr_120018107,1997,0.14623969304056755
nhdhr_120018107,1998,0.18721989376497772
nhdhr_120018107,1999,0.1472834982284775
nhdhr_120018107,2000,0.16589483243528722
nhdhr_120018107,2001,0.17212646612472984
nhdhr_120018107,2002,0.1670832860310772
nhdhr_120018107,2003,0.1802003921184812
nhdhr_120018107,2004,0.13769128901101677
nhdhr_120018107,2005,0.1654635700222033
nhdhr_120018107,2006,0.14849793017804352
nhdhr_120018107,2007,0.15876549511153212
nhdhr_120018107,2008,0.16387148593336034
nhdhr_120018107,2009,0.1216328197706415
nhdhr_120018107,2010,0.1496481555949621
nhdhr_120018107,2011,0.14488318759136268
nhdhr_120018107,2012,0.14602836842610323
nhdhr_120018107,2013,0.1886645448962942
nhdhr_120018107,2014,0.1770232040749228
nhdhr_120018107,2015,0.14942391199764168
nhdhr_120018107,2016,0.16662634721430333
nhdhr_120018107,2017,0.17367532303549055
nhdhr_120018107,2018,0.1874857069932432
nhdhr_120018107,2019,0.17924680657551353
nhdhr_120018108,1979,0.10208837570627827
nhdhr_120018108,1980,0.07772180337928973
nhdhr_120018108,1981,0.08219831099978703
nhdhr_120018108,1982,0.1071406452874512
nhdhr_120018108,1983,0.10864025478499258
nhdhr_120018108,1984,0.10044506343030739
nhdhr_120018108,1985,0.08180464231574254
nhdhr_120018108,1986,0.09540818761336858
nhdhr_120018108,1987,0.09445446367120815
nhdhr_120018108,1988,0.0831306920548071
nhdhr_120018108,1989,0.08342959644891866
nhdhr_120018108,1990,0.10916768529373506
nhdhr_120018108,1991,0.129066336279788
nhdhr_120018108,1992,0.06324536168671387
nhdhr_120018108,1993,0.05985466389229332
nhdhr_120018108,1994,0.09061843508908685
nhdhr_120018108,1995,0.10932687774350269
nhdhr_120018108,1996,0.09437004472263531
nhdhr_120018108,1997,0.0878597447794842
nhdhr_120018108,1998,0.0887538018200073
nhdhr_120018108,1999,0.07815215648648649
nhdhr_120018108,2000,0.07336500918914413
nhdhr_120018108,2001,0.1141227304983339
nhdhr_120018108,2002,0.10244737026223029
nhdhr_120018108,2003,0.10676524568124318
nhdhr_120018108,2004,0.05790716101496594
nhdhr_120018108,2005,0.07504039614175684
nhdhr_120018108,2006,0.1086989390340862
nhdhr_120018108,2007,0.07569400381859705
nhdhr_120018108,2008,0.08792191977765616
nhdhr_120018108,2009,0.0799141619121247
nhdhr_120018108,2010,0.088375043331766
nhdhr_120018108,2011,0.09632951974456919
nhdhr_120018108,2012,0.07427164391966236
nhdhr_120018108,2013,0.10238297381527982
nhdhr_120018108,2014,0.08515603278331706
nhdhr_120018108,2015,0.08901462092338963
nhdhr_120018108,2016,0.11246204238672909
nhdhr_120018108,2017,0.07785274981705324
nhdhr_120018108,2018,0.0987574960913733
nhdhr_120018108,2019,0.11569786295402294
nhdhr_120018114,1979,0.07929779874589293
nhdhr_120018114,1980,0.0790528371787957
nhdhr_120018114,1981,0.11228444275697788
nhdhr_120018114,1982,0.12297872863405072
nhdhr_120018114,1983,0.09136888096389832
nhdhr_120018114,1984,0.1372510658048727
nhdhr_120018114,1985,0.07437647877589235
nhdhr_120018114,1986,0.08784991233238457
nhdhr_120018114,1987,0.08193083326579048
nhdhr_120018114,1988,0.1160629228429092
nhdhr_120018114,1989,0.14391314372093397
nhdhr_120018114,1990,0.10342060467201282
nhdhr_120018114,1991,0.14278149203841764
nhdhr_120018114,1992,0.049316761330797355
nhdhr_120018114,1993,0.09130823159629989
nhdhr_120018114,1994,0.14591991755806796
nhdhr_120018114,1995,0.11132623713787969
nhdhr_120018114,1996,0.09364686533404008
nhdhr_120018114,1997,0.1066377383692246
nhdhr_120018114,1998,0.13542566968448033
nhdhr_120018114,1999,0.08163970624262955
nhdhr_120018114,2000,0.0852600478663693
nhdhr_120018114,2001,0.15726430477223938
nhdhr_120018114,2002,0.11490481825534109
nhdhr_120018114,2003,0.11157154875862893
nhdhr_120018114,2004,0.08591492927832234
nhdhr_120018114,2005,0.12169038158219599
nhdhr_120018114,2006,0.11939557014333954
nhdhr_120018114,2007,0.11768842533871844
nhdhr_120018114,2008,0.12624337629040763
nhdhr_120018114,2009,0.08207445678385432
nhdhr_120018114,2010,0.12253507556785978
nhdhr_120018114,2011,0.12203314755144454
nhdhr_120018114,2012,0.1025219048790718
nhdhr_120018114,2013,0.11340984739106877
nhdhr_120018114,2014,0.12581186987748297
nhdhr_120018114,2015,0.13240285617773292
nhdhr_120018114,2016,0.11604246595313693
nhdhr_120018114,2017,0.10895177780930626
nhdhr_120018114,2018,0.12259856461871327
nhdhr_120018114,2019,0.14998527108916918
nhdhr_120018120,1979,0.03898149071424022
nhdhr_120018120,1980,0.04144621600776188
nhdhr_120018120,1981,0.04491392093018156
nhdhr_120018120,1982,0.04506321424005235
nhdhr_120018120,1983,0.06424840175539379
nhdhr_120018120,1984,0.05537559237121524
nhdhr_120018120,1985,0.015875693825414663
nhdhr_120018120,1986,0.024888716634693768
nhdhr_120018120,1987,0.05172993384106496
nhdhr_120018120,1988,0.11679234561878306
nhdhr_120018120,1989,0.06541641711430547
nhdhr_120018120,1990,0.07580678559490008
nhdhr_120018120,1991,0.09006399108369807
nhdhr_120018120,1992,0.014952105253135284
nhdhr_120018120,1993,0.01720656615968375
nhdhr_120018120,1994,0.029318871153762704
nhdhr_120018120,1995,0.08308618463143579
nhdhr_120018120,1996,0.058891063460195535
nhdhr_120018120,1997,0.010852162953595711
nhdhr_120018120,1998,0.04764260429657787
nhdhr_120018120,1999,0.022836212565988844
nhdhr_120018120,2000,0.03691019508549274
nhdhr_120018120,2001,0.04863061724700124
nhdhr_120018120,2002,0.06438368759723369
nhdhr_120018120,2003,0.061518237034526066
nhdhr_120018120,2004,0.0242189018334639
nhdhr_120018120,2005,0.061712755821539886
nhdhr_120018120,2006,0.08244318611675391
nhdhr_120018120,2007,0.05031959497838547
nhdhr_120018120,2008,0.0765591706135751
nhdhr_120018120,2009,0.03937474453637934
nhdhr_120018120,2010,0.07315005623752747
nhdhr_120018120,2011,0.05751133588218905
nhdhr_120018120,2012,0.0635063011684096
nhdhr_120018120,2013,0.06806829415153944
nhdhr_120018120,2014,0.07324716183023038
nhdhr_120018120,2015,0.06826576933175606
nhdhr_120018120,2016,0.08504858758526959
nhdhr_120018120,2017,0.05071613929099917
nhdhr_120018120,2018,0.06949635807043295
nhdhr_120018120,2019,0.06788229809631037
nhdhr_120018124,1979,0.14533385162375945
nhdhr_120018124,1980,0.15285308164093878
nhdhr_120018124,1981,0.06542835083338734
nhdhr_120018124,1982,0.020031833522188215
nhdhr_120018124,1983,0.13826645718475494
nhdhr_120018124,1984,0.12770389750692224
nhdhr_120018124,1985,0.12501499936762295
nhdhr_120018124,1986,0.12907599426668895
nhdhr_120018124,1987,0.17901007240000205
nhdhr_120018124,1988,0.08292415490178696
nhdhr_120018124,1989,0.1688333560074644
nhdhr_120018124,1990,0.15365523556540303
nhdhr_120018124,1991,0.12582975949671393
nhdhr_120018124,1992,0.14632799230300858
nhdhr_120018124,1993,0.05272183506779598
nhdhr_120018124,1994,0.1811611929506831
nhdhr_120018124,1995,0.17783092973086093
nhdhr_120018124,1996,0.07425567709525406
nhdhr_120018124,1997,0.14756413155938353
nhdhr_120018124,1998,0.03918476065817895
nhdhr_120018124,1999,0.1045374929642117
nhdhr_120018124,2000,0.15543775764408238
nhdhr_120018124,2001,0.14233388866638788
nhdhr_120018124,2002,0.13290229827970768
nhdhr_120018124,2003,0.16194837791548367
nhdhr_120018124,2004,0.10575735754123702
nhdhr_120018124,2005,0.13557853179482088
nhdhr_120018124,2006,0.1394719089104579
nhdhr_120018124,2007,0.17131476483498634
nhdhr_120018124,2008,0.10388030085321898
nhdhr_120018124,2009,0.14044973832247074
nhdhr_120018124,2010,0.15054827492803197
nhdhr_120018124,2011,0.11368287770186167
nhdhr_120018124,2012,0.12946394260970218
nhdhr_120018124,2013,0.16945355417412616
nhdhr_120018124,2014,0.17866716327423715
nhdhr_120018124,2015,0.1278618443016759
nhdhr_120018124,2016,0.15083957762645742
nhdhr_120018124,2017,0.17267394768746358
nhdhr_120018124,2018,0.23274060371826608
nhdhr_120018124,2019,0.15844140663599615
