lake,year,obs_epi,obs_hypo,obs_mixed
nhdhr_120020392,2005,7,7,0
nhdhr_120020392,2006,7,7,0
nhdhr_120020392,2007,0,0,0
nhdhr_120020392,2008,6,6,1
nhdhr_120020392,2009,0,0,0
nhdhr_120020392,2010,0,0,0
nhdhr_120020392,2011,6,6,1
nhdhr_120020392,2012,0,0,0
nhdhr_120020392,2013,0,0,0
nhdhr_120020392,2014,0,0,0
nhdhr_120020392,2015,0,0,0
nhdhr_120020392,2016,0,0,0
nhdhr_120020392,2017,0,0,0
nhdhr_120020392,2018,0,0,0
nhdhr_120020392,2019,0,0,0
nhdhr_120020398,1979,0,0,0
nhdhr_120020398,1980,0,0,0
nhdhr_120020398,1981,0,0,0
nhdhr_120020398,1982,0,0,0
nhdhr_120020398,1983,0,0,0
nhdhr_120020398,1984,0,0,0
nhdhr_120020398,1985,0,0,0
nhdhr_120020398,1986,0,0,0
nhdhr_120020398,1987,0,0,0
nhdhr_120020398,1988,0,0,0
nhdhr_120020398,1989,0,0,0
nhdhr_120020398,1990,0,0,0
nhdhr_120020398,1991,0,0,0
nhdhr_120020398,1992,0,0,0
nhdhr_120020398,1993,0,0,0
nhdhr_120020398,1994,0,0,0
nhdhr_120020398,1995,0,0,0
nhdhr_120020398,1996,0,0,0
nhdhr_120020398,1997,0,0,0
nhdhr_120020398,1998,0,0,0
nhdhr_120020398,1999,0,0,0
nhdhr_120020398,2000,0,0,0
nhdhr_120020398,2001,0,0,0
nhdhr_120020398,2002,0,0,0
nhdhr_120020398,2003,0,0,0
nhdhr_120020398,2004,0,0,0
nhdhr_120020398,2005,0,0,0
nhdhr_120020398,2006,0,0,0
nhdhr_120020398,2007,0,0,0
nhdhr_120020398,2008,0,0,0
nhdhr_120020398,2009,1,1,0
nhdhr_120020398,2010,0,0,0
nhdhr_120020398,2011,4,4,3
nhdhr_120020398,2012,6,6,0
nhdhr_120020398,2013,5,5,2
nhdhr_120020398,2014,3,3,3
nhdhr_120020398,2015,0,0,0
nhdhr_120020398,2016,0,0,0
nhdhr_120020398,2017,0,0,0
nhdhr_120020398,2018,0,0,0
nhdhr_120020398,2019,0,0,0
nhdhr_120020567,1979,0,0,0
nhdhr_120020567,1980,0,0,0
nhdhr_120020567,1981,0,0,0
nhdhr_120020567,1982,0,0,0
nhdhr_120020567,1983,1,1,0
nhdhr_120020567,1984,1,1,2
nhdhr_120020567,1985,0,0,1
nhdhr_120020567,1986,3,3,1
nhdhr_120020567,1987,0,0,0
nhdhr_120020567,1988,0,0,0
nhdhr_120020567,1989,0,0,0
nhdhr_120020567,1990,0,0,0
nhdhr_120020567,1991,0,0,0
nhdhr_120020567,1992,0,0,0
nhdhr_120020567,1993,0,0,0
nhdhr_120020567,1994,0,0,0
nhdhr_120020567,1995,0,0,0
nhdhr_120020567,1996,0,0,0
nhdhr_120020567,1997,0,0,0
nhdhr_120020567,1998,0,0,0
nhdhr_120020567,1999,0,0,0
nhdhr_120020567,2000,0,0,0
nhdhr_120020567,2001,0,0,0
nhdhr_120020567,2002,0,0,0
nhdhr_120020567,2003,0,0,0
nhdhr_120020567,2004,0,0,0
nhdhr_120020567,2005,0,0,0
nhdhr_120020567,2006,5,5,0
nhdhr_120020567,2007,0,0,0
nhdhr_120020567,2008,0,0,0
nhdhr_120020567,2009,0,0,0
nhdhr_120020567,2010,0,0,0
nhdhr_120020567,2011,0,0,0
nhdhr_120020567,2012,0,0,0
nhdhr_120020567,2013,0,0,0
nhdhr_120020567,2014,5,5,1
nhdhr_120020567,2015,0,0,0
nhdhr_120020567,2016,0,0,0
nhdhr_120020567,2017,0,0,0
nhdhr_120020567,2018,4,4,2
nhdhr_120020567,2019,0,0,0
nhdhr_120020636,1979,0,0,0
nhdhr_120020636,1980,0,0,0
nhdhr_120020636,1981,0,0,0
nhdhr_120020636,1982,0,0,0
nhdhr_120020636,1983,0,0,0
nhdhr_120020636,1984,0,0,0
nhdhr_120020636,1985,0,0,0
nhdhr_120020636,1986,0,0,0
nhdhr_120020636,1987,0,0,0
nhdhr_120020636,1988,0,0,0
nhdhr_120020636,1989,0,0,0
nhdhr_120020636,1990,0,0,0
nhdhr_120020636,1991,0,0,0
nhdhr_120020636,1992,0,0,0
nhdhr_120020636,1993,0,0,0
nhdhr_120020636,1994,0,0,0
nhdhr_120020636,1995,0,0,0
nhdhr_120020636,1996,0,0,0
nhdhr_120020636,1997,0,0,0
nhdhr_120020636,1998,0,0,0
nhdhr_120020636,1999,0,0,0
nhdhr_120020636,2000,0,0,0
nhdhr_120020636,2001,0,0,0
nhdhr_120020636,2002,0,0,0
nhdhr_120020636,2003,1,1,1
nhdhr_120020636,2004,0,0,0
nhdhr_120020636,2005,0,0,0
nhdhr_120020636,2006,0,0,0
nhdhr_120020636,2007,0,0,0
nhdhr_120020636,2008,0,0,0
nhdhr_120020636,2009,8,8,4
nhdhr_120020636,2010,5,5,5
nhdhr_120020636,2011,6,6,1
nhdhr_120020636,2012,4,4,2
nhdhr_120020636,2013,0,0,0
nhdhr_120020636,2014,0,0,0
nhdhr_120020636,2015,3,3,3
nhdhr_120020636,2016,0,0,0
nhdhr_120020636,2017,0,0,0
nhdhr_120020636,2018,5,5,1
nhdhr_120020636,2019,0,0,0
nhdhr_120020759,1979,0,0,0
nhdhr_120020759,1980,0,0,0
nhdhr_120020759,1981,0,0,0
nhdhr_120020759,1982,0,0,0
nhdhr_120020759,1983,0,0,0
nhdhr_120020759,1984,0,0,0
nhdhr_120020759,1985,0,0,0
nhdhr_120020759,1986,0,0,0
nhdhr_120020759,1987,0,0,0
nhdhr_120020759,1988,0,0,0
nhdhr_120020759,1989,0,0,0
nhdhr_120020759,1990,0,0,0
nhdhr_120020759,1991,0,0,0
nhdhr_120020759,1992,0,0,0
nhdhr_120020759,1993,0,0,0
nhdhr_120020759,1994,0,0,0
nhdhr_120020759,1995,0,0,0
nhdhr_120020759,1996,0,0,0
nhdhr_120020759,1997,0,0,0
nhdhr_120020759,1998,0,0,0
nhdhr_120020759,1999,0,0,0
nhdhr_120020759,2000,1,1,0
nhdhr_120020759,2001,0,0,0
nhdhr_120020759,2002,0,0,0
nhdhr_120020759,2003,0,0,0
nhdhr_120020759,2004,0,0,0
nhdhr_120020759,2005,0,0,0
nhdhr_120020759,2006,0,0,0
nhdhr_120020759,2007,0,0,0
nhdhr_120020759,2008,15,15,2
nhdhr_120020759,2009,1,1,1
nhdhr_120020759,2010,19,19,1
nhdhr_120020759,2011,10,10,7
nhdhr_120020759,2012,20,20,3
nhdhr_120020759,2013,20,20,3
nhdhr_120020759,2014,19,19,3
nhdhr_120020759,2015,24,24,3
nhdhr_120020759,2016,19,19,0
nhdhr_120020759,2017,15,15,1
nhdhr_120020759,2018,4,4,2
nhdhr_120020759,2019,0,0,0
nhdhr_120020798,1979,0,0,0
nhdhr_120020798,1980,3,3,0
nhdhr_120020798,1981,0,0,0
nhdhr_120020798,1982,0,0,0
nhdhr_120020798,1983,0,0,0
nhdhr_120020798,1984,0,0,0
nhdhr_120020798,1985,0,0,0
nhdhr_120020798,1986,0,0,0
nhdhr_120020798,1987,0,0,0
nhdhr_120020798,1988,0,0,0
nhdhr_120020798,1989,0,0,0
nhdhr_120020798,1990,0,0,0
nhdhr_120020798,1991,0,0,0
nhdhr_120020798,1992,0,0,0
nhdhr_120020798,1993,0,0,0
nhdhr_120020798,1994,2,2,0
nhdhr_120020798,1995,0,0,0
nhdhr_120020798,1996,0,0,0
nhdhr_120020798,1997,0,0,0
nhdhr_120020798,1998,0,0,0
nhdhr_120020798,1999,0,0,0
nhdhr_120020798,2000,0,0,0
nhdhr_120020798,2001,0,0,0
nhdhr_120020798,2002,0,0,0
nhdhr_120020798,2003,0,0,0
nhdhr_120020798,2004,0,0,0
nhdhr_120020798,2005,2,2,1
nhdhr_120020798,2006,0,0,0
nhdhr_120020798,2007,0,0,0
nhdhr_120020798,2008,0,0,0
nhdhr_120020798,2009,0,0,0
nhdhr_120020798,2010,0,0,0
nhdhr_120020798,2011,0,0,0
nhdhr_120020798,2012,13,13,1
nhdhr_120020798,2013,18,18,2
nhdhr_120020798,2014,12,12,2
nhdhr_120020798,2015,19,19,1
nhdhr_120020798,2016,17,17,0
nhdhr_120020798,2017,0,0,0
nhdhr_120020798,2018,0,0,0
nhdhr_120020798,2019,0,0,0
nhdhr_120020800,1979,0,0,0
nhdhr_120020800,1980,0,0,0
nhdhr_120020800,1981,0,0,0
nhdhr_120020800,1982,0,0,0
nhdhr_120020800,1983,0,0,0
nhdhr_120020800,1984,0,0,0
nhdhr_120020800,1985,0,0,0
nhdhr_120020800,1986,0,0,0
nhdhr_120020800,1987,0,0,0
nhdhr_120020800,1988,0,0,0
nhdhr_120020800,1989,0,0,0
nhdhr_120020800,1990,0,0,0
nhdhr_120020800,1991,0,0,0
nhdhr_120020800,1992,0,0,0
nhdhr_120020800,1993,0,0,0
nhdhr_120020800,1994,0,0,0
nhdhr_120020800,1995,0,0,0
nhdhr_120020800,1996,0,0,0
nhdhr_120020800,1997,0,0,0
nhdhr_120020800,1998,0,0,0
nhdhr_120020800,1999,0,0,0
nhdhr_120020800,2000,0,0,0
nhdhr_120020800,2001,0,0,0
nhdhr_120020800,2002,0,0,0
nhdhr_120020800,2003,0,0,0
nhdhr_120020800,2004,0,0,0
nhdhr_120020800,2005,8,8,0
nhdhr_120020800,2006,17,17,2
nhdhr_120020800,2007,0,0,0
nhdhr_120020800,2008,0,0,0
nhdhr_120020800,2009,0,0,0
nhdhr_120020800,2010,24,24,2
nhdhr_120020800,2011,23,23,0
nhdhr_120020800,2012,21,21,0
nhdhr_120020800,2013,20,20,1
nhdhr_120020800,2014,17,17,2
nhdhr_120020800,2015,20,20,1
nhdhr_120020800,2016,16,16,1
nhdhr_120020800,2017,0,0,0
nhdhr_120020800,2018,0,0,0
nhdhr_120020800,2019,0,0,0
nhdhr_120020805,1979,0,0,0
nhdhr_120020805,1980,0,0,0
nhdhr_120020805,1981,0,0,0
nhdhr_120020805,1982,0,0,0
nhdhr_120020805,1983,0,0,0
nhdhr_120020805,1984,0,0,0
nhdhr_120020805,1985,0,0,0
nhdhr_120020805,1986,0,0,0
nhdhr_120020805,1987,0,0,0
nhdhr_120020805,1988,0,0,0
nhdhr_120020805,1989,0,0,0
nhdhr_120020805,1990,0,0,0
nhdhr_120020805,1991,0,0,0
nhdhr_120020805,1992,0,0,0
nhdhr_120020805,1993,0,0,0
nhdhr_120020805,1994,2,2,0
nhdhr_120020805,1995,0,0,0
nhdhr_120020805,1996,0,0,0
nhdhr_120020805,1997,4,4,0
nhdhr_120020805,1998,0,0,0
nhdhr_120020805,1999,0,0,0
nhdhr_120020805,2000,0,0,0
nhdhr_120020805,2001,0,0,0
nhdhr_120020805,2002,0,0,0
nhdhr_120020805,2003,0,0,0
nhdhr_120020805,2004,0,0,0
nhdhr_120020805,2005,0,0,0
nhdhr_120020805,2006,17,17,0
nhdhr_120020805,2007,0,0,0
nhdhr_120020805,2008,0,0,0
nhdhr_120020805,2009,0,0,0
nhdhr_120020805,2010,25,25,1
nhdhr_120020805,2011,19,19,1
nhdhr_120020805,2012,22,22,0
nhdhr_120020805,2013,18,18,0
nhdhr_120020805,2014,17,17,0
nhdhr_120020805,2015,22,22,1
nhdhr_120020805,2016,21,21,0
nhdhr_120020805,2017,0,0,0
nhdhr_120020805,2018,0,0,0
nhdhr_120020805,2019,0,0,0
nhdhr_121622394,1979,0,0,0
nhdhr_121622394,1980,0,0,0
nhdhr_121622394,1981,0,0,1
nhdhr_121622394,1982,0,0,0
nhdhr_121622394,1983,0,0,0
nhdhr_121622394,1984,0,0,0
nhdhr_121622394,1985,0,0,0
nhdhr_121622394,1986,3,3,1
nhdhr_121622394,1987,4,4,2
nhdhr_121622394,1988,3,3,2
nhdhr_121622394,1989,5,5,1
nhdhr_121622394,1990,4,4,2
nhdhr_121622394,1991,4,4,1
nhdhr_121622394,1992,8,8,1
nhdhr_121622394,1993,4,4,1
nhdhr_121622394,1994,3,3,2
nhdhr_121622394,1995,3,3,2
nhdhr_121622394,1996,3,3,2
nhdhr_121622394,1997,4,4,1
nhdhr_121622394,1998,3,3,2
nhdhr_121622394,1999,2,2,1
nhdhr_121622394,2000,2,2,0
nhdhr_121622394,2001,4,4,1
nhdhr_121622394,2002,1,1,0
nhdhr_121622394,2003,2,2,2
nhdhr_121622394,2004,1,1,2
nhdhr_121622394,2005,4,4,1
nhdhr_121622394,2006,4,4,0
nhdhr_121622394,2007,3,3,1
nhdhr_121622394,2008,4,4,1
nhdhr_121622394,2009,3,3,1
nhdhr_121622394,2010,4,4,0
nhdhr_121622394,2011,3,3,0
nhdhr_121622394,2012,2,2,0
nhdhr_121622394,2013,1,1,0
nhdhr_121622394,2014,4,4,0
nhdhr_121622394,2015,3,3,1
nhdhr_121622394,2016,3,3,1
nhdhr_121622394,2017,5,5,0
nhdhr_121622394,2018,3,3,1
nhdhr_121622394,2019,3,3,0
nhdhr_121623126,1979,0,0,0
nhdhr_121623126,1980,0,0,0
nhdhr_121623126,1981,0,0,0
nhdhr_121623126,1982,0,0,0
nhdhr_121623126,1983,0,0,0
nhdhr_121623126,1984,0,0,0
nhdhr_121623126,1985,0,0,0
nhdhr_121623126,1986,0,0,0
nhdhr_121623126,1987,0,0,0
nhdhr_121623126,1988,0,0,0
nhdhr_121623126,1989,0,0,0
nhdhr_121623126,1990,0,0,0
nhdhr_121623126,1991,0,0,0
nhdhr_121623126,1992,0,0,0
nhdhr_121623126,1993,3,3,0
nhdhr_121623126,1994,3,3,1
nhdhr_121623126,1995,6,6,1
nhdhr_121623126,1996,3,3,1
nhdhr_121623126,1997,0,0,1
nhdhr_121623126,1998,0,0,0
nhdhr_121623126,1999,1,1,0
nhdhr_121623126,2000,0,0,0
nhdhr_121623126,2001,0,0,0
nhdhr_121623126,2002,0,0,0
nhdhr_121623126,2003,0,0,0
nhdhr_121623126,2004,1,1,1
nhdhr_121623126,2005,0,0,0
nhdhr_121623126,2006,0,0,0
nhdhr_121623126,2007,0,0,0
nhdhr_121623126,2008,0,0,0
nhdhr_121623126,2009,0,0,0
nhdhr_121623126,2010,0,0,0
nhdhr_121623126,2011,0,0,0
nhdhr_121623126,2012,2,2,0
nhdhr_121623126,2013,1,1,0
nhdhr_121623126,2014,0,0,0
nhdhr_121623126,2015,0,0,0
nhdhr_121623126,2016,0,0,0
nhdhr_121623126,2017,0,0,0
nhdhr_121623126,2018,0,0,0
nhdhr_121623126,2019,0,0,0
nhdhr_121623301,1979,0,0,0
nhdhr_121623301,1980,0,0,0
nhdhr_121623301,1981,0,0,0
nhdhr_121623301,1982,0,0,0
nhdhr_121623301,1983,0,0,0
nhdhr_121623301,1984,0,0,0
nhdhr_121623301,1985,0,0,0
nhdhr_121623301,1986,0,0,0
nhdhr_121623301,1987,0,0,0
nhdhr_121623301,1988,0,0,0
nhdhr_121623301,1989,0,0,0
nhdhr_121623301,1990,0,0,0
nhdhr_121623301,1991,0,0,0
nhdhr_121623301,1992,0,0,0
nhdhr_121623301,1993,0,0,0
nhdhr_121623301,1994,12,12,2
nhdhr_121623301,1995,4,4,0
nhdhr_121623301,1996,0,0,0
nhdhr_121623301,1997,0,0,0
nhdhr_121623301,1998,0,0,0
nhdhr_121623301,1999,0,0,0
nhdhr_121623301,2000,0,0,0
nhdhr_121623301,2001,0,0,0
nhdhr_121623301,2002,0,0,0
nhdhr_121623301,2003,0,0,0
nhdhr_121623301,2004,0,0,0
nhdhr_121623301,2005,0,0,0
nhdhr_121623301,2006,0,0,0
nhdhr_121623301,2007,3,3,0
nhdhr_121623301,2008,5,5,1
nhdhr_121623301,2009,3,3,1
nhdhr_121623301,2010,7,7,1
nhdhr_121623301,2011,6,6,2
nhdhr_121623301,2012,7,7,0
nhdhr_121623301,2013,6,6,0
nhdhr_121623301,2014,5,5,1
nhdhr_121623301,2015,6,6,0
nhdhr_121623301,2016,5,5,0
nhdhr_121623301,2017,4,4,0
nhdhr_121623301,2018,4,4,0
nhdhr_121623301,2019,5,5,0
nhdhr_121623808,1979,0,0,0
nhdhr_121623808,1980,0,0,0
nhdhr_121623808,1981,0,0,0
nhdhr_121623808,1982,0,0,0
nhdhr_121623808,1983,0,0,0
nhdhr_121623808,1984,0,0,0
nhdhr_121623808,1985,0,0,0
nhdhr_121623808,1986,0,0,0
nhdhr_121623808,1987,0,0,0
nhdhr_121623808,1988,0,0,0
nhdhr_121623808,1989,0,0,0
nhdhr_121623808,1990,0,0,0
nhdhr_121623808,1991,0,0,0
nhdhr_121623808,1992,0,0,0
nhdhr_121623808,1993,0,0,0
nhdhr_121623808,1994,0,0,0
nhdhr_121623808,1995,0,0,0
nhdhr_121623808,1996,0,0,0
nhdhr_121623808,1997,0,0,0
nhdhr_121623808,1998,4,4,2
nhdhr_121623808,1999,0,0,0
nhdhr_121623808,2000,0,0,0
nhdhr_121623808,2001,0,0,0
nhdhr_121623808,2002,2,2,0
nhdhr_121623808,2003,0,0,0
nhdhr_121623808,2004,0,0,0
nhdhr_121623808,2005,0,0,0
nhdhr_121623808,2006,0,0,0
nhdhr_121623808,2007,0,0,0
nhdhr_121623808,2008,0,0,0
nhdhr_121623808,2009,0,0,0
nhdhr_121623808,2010,0,0,0
nhdhr_121623808,2011,0,0,0
nhdhr_121623808,2012,0,0,0
nhdhr_121623808,2013,0,0,0
nhdhr_121623808,2014,0,0,0
nhdhr_121623808,2015,0,0,0
nhdhr_121623808,2016,0,0,0
nhdhr_121623808,2017,0,0,0
nhdhr_121623808,2018,0,0,0
nhdhr_121623808,2019,0,0,0
nhdhr_121623866,1979,0,0,0
nhdhr_121623866,1980,0,0,0
nhdhr_121623866,1981,0,0,0
nhdhr_121623866,1982,0,0,0
nhdhr_121623866,1983,0,0,0
nhdhr_121623866,1984,0,0,0
nhdhr_121623866,1985,0,0,0
nhdhr_121623866,1986,0,0,0
nhdhr_121623866,1987,0,0,0
nhdhr_121623866,1988,2,2,0
nhdhr_121623866,1989,3,3,1
nhdhr_121623866,1990,0,0,0
nhdhr_121623866,1991,0,0,0
nhdhr_121623866,1992,0,0,0
nhdhr_121623866,1993,0,0,0
nhdhr_121623866,1994,0,0,0
nhdhr_121623866,1995,0,0,0
nhdhr_121623866,1996,0,0,0
nhdhr_121623866,1997,0,0,0
nhdhr_121623866,1998,0,0,0
nhdhr_121623866,1999,0,0,0
nhdhr_121623866,2000,0,0,0
nhdhr_121623866,2001,3,3,0
nhdhr_121623866,2002,0,0,0
nhdhr_121623866,2003,0,0,0
nhdhr_121623866,2004,0,0,0
nhdhr_121623866,2005,0,0,0
nhdhr_121623866,2006,0,0,0
nhdhr_121623866,2007,0,0,0
nhdhr_121623866,2008,0,0,0
nhdhr_121623866,2009,0,0,0
nhdhr_121623866,2010,0,0,0
nhdhr_121623866,2011,0,0,0
nhdhr_121623866,2012,0,0,0
nhdhr_121623866,2013,0,0,0
nhdhr_121623866,2014,0,0,0
nhdhr_121623866,2015,0,0,0
nhdhr_121623866,2016,0,0,0
nhdhr_121623866,2017,0,0,0
nhdhr_121623866,2018,0,0,0
nhdhr_121623866,2019,0,0,0
nhdhr_121839184,1979,0,0,0
nhdhr_121839184,1980,0,0,0
nhdhr_121839184,1981,0,0,0
nhdhr_121839184,1982,0,0,0
nhdhr_121839184,1983,0,0,0
nhdhr_121839184,1984,0,0,0
nhdhr_121839184,1985,0,0,0
nhdhr_121839184,1986,0,0,0
nhdhr_121839184,1987,0,0,0
nhdhr_121839184,1988,0,0,0
nhdhr_121839184,1989,0,0,0
nhdhr_121839184,1990,0,0,0
nhdhr_121839184,1991,0,0,0
nhdhr_121839184,1992,0,0,0
nhdhr_121839184,1993,0,0,0
nhdhr_121839184,1994,0,0,0
nhdhr_121839184,1995,0,0,0
nhdhr_121839184,1996,0,0,0
nhdhr_121839184,1997,0,0,0
nhdhr_121839184,1998,0,0,0
nhdhr_121839184,1999,0,0,0
nhdhr_121839184,2000,0,0,0
nhdhr_121839184,2001,0,0,0
nhdhr_121839184,2002,0,0,0
nhdhr_121839184,2003,0,0,0
nhdhr_121839184,2004,0,0,0
nhdhr_121839184,2005,0,0,0
nhdhr_121839184,2006,0,0,0
nhdhr_121839184,2007,0,0,0
nhdhr_121839184,2008,19,19,2
nhdhr_121839184,2009,9,9,1
nhdhr_121839184,2010,11,11,0
nhdhr_121839184,2011,9,9,1
nhdhr_121839184,2012,6,6,0
nhdhr_121839184,2013,6,6,0
nhdhr_121839184,2014,2,2,0
nhdhr_121839184,2015,9,9,1
nhdhr_121839184,2016,2,2,0
nhdhr_121839184,2017,0,0,0
nhdhr_121839184,2018,0,0,0
nhdhr_121839184,2019,0,0,0
nhdhr_122851099,1979,0,0,0
nhdhr_122851099,1980,0,0,0
nhdhr_122851099,1981,0,0,0
nhdhr_122851099,1982,0,0,0
nhdhr_122851099,1983,0,0,0
nhdhr_122851099,1984,0,0,0
nhdhr_122851099,1985,0,0,0
nhdhr_122851099,1986,0,0,0
nhdhr_122851099,1987,0,0,0
nhdhr_122851099,1988,0,0,0
nhdhr_122851099,1989,2,2,0
nhdhr_122851099,1990,0,0,0
nhdhr_122851099,1991,3,3,0
nhdhr_122851099,1992,3,3,0
nhdhr_122851099,1993,3,3,0
nhdhr_122851099,1994,3,3,0
nhdhr_122851099,1995,3,3,0
nhdhr_122851099,1996,0,0,0
nhdhr_122851099,1997,0,0,0
nhdhr_122851099,1998,2,2,0
nhdhr_122851099,1999,4,4,4
nhdhr_122851099,2000,0,0,0
nhdhr_122851099,2001,1,1,0
nhdhr_122851099,2002,5,5,0
nhdhr_122851099,2003,1,1,0
nhdhr_122851099,2004,3,3,0
nhdhr_122851099,2005,2,2,0
nhdhr_122851099,2006,2,2,0
nhdhr_122851099,2007,3,3,0
nhdhr_122851099,2008,2,2,0
nhdhr_122851099,2009,2,2,0
nhdhr_122851099,2010,2,2,0
nhdhr_122851099,2011,2,2,0
nhdhr_122851099,2012,2,2,0
nhdhr_122851099,2013,1,1,1
nhdhr_122851099,2014,2,2,0
nhdhr_122851099,2015,2,2,0
nhdhr_122851099,2016,2,2,0
nhdhr_122851099,2017,0,0,0
nhdhr_122851099,2018,0,0,0
nhdhr_122851099,2019,0,0,0
nhdhr_129223861,1979,0,0,0
nhdhr_129223861,1980,0,0,0
nhdhr_129223861,1981,0,0,0
nhdhr_129223861,1982,0,0,0
nhdhr_129223861,1983,0,0,0
nhdhr_129223861,1984,0,0,0
nhdhr_129223861,1985,0,0,0
nhdhr_129223861,1986,0,0,0
nhdhr_129223861,1987,0,0,0
nhdhr_129223861,1988,0,0,0
nhdhr_129223861,1989,0,0,1
nhdhr_129223861,1990,12,12,7
nhdhr_129223861,1991,12,12,11
nhdhr_129223861,1992,16,16,16
nhdhr_129223861,1993,12,12,12
nhdhr_129223861,1994,11,11,15
nhdhr_129223861,1995,12,12,12
nhdhr_129223861,1996,16,16,12
nhdhr_129223861,1997,0,0,0
nhdhr_129223861,1998,0,0,0
nhdhr_129223861,1999,0,0,0
nhdhr_129223861,2000,0,0,0
nhdhr_129223861,2001,0,0,0
nhdhr_129223861,2002,0,0,0
nhdhr_129223861,2003,0,0,0
nhdhr_129223861,2004,0,0,0
nhdhr_129223861,2005,0,0,0
nhdhr_129223861,2006,0,0,0
nhdhr_129223861,2007,0,0,0
nhdhr_129223861,2008,0,0,0
nhdhr_129223861,2009,0,0,0
nhdhr_129223861,2010,0,0,0
nhdhr_129223861,2011,0,0,0
nhdhr_129223861,2012,0,0,0
nhdhr_129223861,2013,0,0,0
nhdhr_129223861,2014,0,0,0
nhdhr_129223861,2015,0,0,0
nhdhr_129223861,2016,0,0,0
nhdhr_129223861,2017,0,0,0
nhdhr_129223861,2018,0,0,0
nhdhr_129223861,2019,0,0,0
nhdhr_139268769,1979,0,0,0
nhdhr_139268769,1980,0,0,0
nhdhr_139268769,1981,0,0,0
nhdhr_139268769,1982,0,0,0
nhdhr_139268769,1983,0,0,0
nhdhr_139268769,1984,0,0,0
nhdhr_139268769,1985,0,0,0
nhdhr_139268769,1986,0,0,0
nhdhr_139268769,1987,0,0,0
nhdhr_139268769,1988,0,0,0
nhdhr_139268769,1989,0,0,0
nhdhr_139268769,1990,0,0,0
nhdhr_139268769,1991,0,0,0
nhdhr_139268769,1992,0,0,0
nhdhr_139268769,1993,0,0,0
nhdhr_139268769,1994,0,0,0
nhdhr_139268769,1995,0,0,0
nhdhr_139268769,1996,0,0,0
nhdhr_139268769,1997,4,4,1
nhdhr_139268769,1998,0,0,0
nhdhr_139268769,1999,14,14,4
nhdhr_139268769,2000,11,11,1
nhdhr_139268769,2001,13,13,2
nhdhr_139268769,2002,8,8,1
nhdhr_139268769,2003,11,11,3
nhdhr_139268769,2004,13,13,2
nhdhr_139268769,2005,11,11,2
nhdhr_139268769,2006,13,13,3
nhdhr_139268769,2007,16,16,2
nhdhr_139268769,2008,10,10,1
nhdhr_139268769,2009,16,16,1
nhdhr_139268769,2010,12,12,0
nhdhr_139268769,2011,15,15,0
nhdhr_139268769,2012,15,15,0
nhdhr_139268769,2013,15,15,0
nhdhr_139268769,2014,4,4,0
nhdhr_139268769,2015,7,7,3
nhdhr_139268769,2016,1,1,1
nhdhr_139268769,2017,0,0,0
nhdhr_139268769,2018,0,0,0
nhdhr_139268769,2019,0,0,0
nhdhr_143249192,1979,0,0,0
nhdhr_143249192,1980,0,0,0
nhdhr_143249192,1981,0,0,0
nhdhr_143249192,1982,0,0,0
nhdhr_143249192,1983,0,0,0
nhdhr_143249192,1984,0,0,0
nhdhr_143249192,1985,0,0,0
nhdhr_143249192,1986,0,0,0
nhdhr_143249192,1987,0,0,0
nhdhr_143249192,1988,2,2,0
nhdhr_143249192,1989,3,3,1
nhdhr_143249192,1990,0,0,0
nhdhr_143249192,1991,0,0,0
nhdhr_143249192,1992,0,0,0
nhdhr_143249192,1993,0,0,0
nhdhr_143249192,1994,0,0,0
nhdhr_143249192,1995,0,0,0
nhdhr_143249192,1996,0,0,0
nhdhr_143249192,1997,0,0,0
nhdhr_143249192,1998,0,0,0
nhdhr_143249192,1999,0,0,0
nhdhr_143249192,2000,0,0,0
nhdhr_143249192,2001,0,0,0
nhdhr_143249192,2002,2,2,0
nhdhr_143249192,2003,0,0,0
nhdhr_143249192,2004,0,0,0
nhdhr_143249192,2005,0,0,0
nhdhr_143249192,2006,0,0,0
nhdhr_143249192,2007,0,0,0
nhdhr_143249192,2008,0,0,0
nhdhr_143249192,2009,0,0,0
nhdhr_143249192,2010,0,0,0
nhdhr_143249192,2011,0,0,0
nhdhr_143249192,2012,0,0,0
nhdhr_143249192,2013,0,0,0
nhdhr_143249192,2014,0,0,0
nhdhr_143249192,2015,0,0,0
nhdhr_143249192,2016,0,0,0
nhdhr_143249192,2017,0,0,0
nhdhr_143249192,2018,0,0,0
nhdhr_143249192,2019,0,0,0
nhdhr_143249221,1979,0,0,0
nhdhr_143249221,1980,0,0,0
nhdhr_143249221,1981,0,0,0
nhdhr_143249221,1982,0,0,0
nhdhr_143249221,1983,0,0,0
nhdhr_143249221,1984,0,0,0
nhdhr_143249221,1985,0,0,0
nhdhr_143249221,1986,0,0,0
nhdhr_143249221,1987,0,0,0
nhdhr_143249221,1988,2,2,0
nhdhr_143249221,1989,3,3,1
nhdhr_143249221,1990,0,0,0
nhdhr_143249221,1991,0,0,0
nhdhr_143249221,1992,0,0,0
nhdhr_143249221,1993,0,0,0
nhdhr_143249221,1994,0,0,0
nhdhr_143249221,1995,0,0,0
nhdhr_143249221,1996,0,0,0
nhdhr_143249221,1997,0,0,0
nhdhr_143249221,1998,0,0,0
nhdhr_143249221,1999,1,1,0
nhdhr_143249221,2000,0,0,0
nhdhr_143249221,2001,0,0,0
